"ID.number","Name","State","Public.Private","Average.math.SAT","Average.verbal.SAT","Average.combined.SAT","average.ACT","Number.of.applicants","Number.accepted","Number.enrolled","Pct.students.top.10.HS","Full.time.students","Part.time.students","In.state.tuition","Out.of.state.tuition","Pct.faculty.with.PhDs","Student.faculty.ratio","Graduation.rate","Acceptance.rate"
1570,"Southern College of Technology","GA",1,512,428,940,22,652,503,297,NA,2229,1283,1341,4023,52,17.3,36,77.1472392638037
1572,"Georgia Southern University","GA",1,445,399,844,NA,8388,5423,3034,NA,11404,1007,1808,4571,60,19.7,46,64.6518836433
1573,"Georgia Southwestern College","GA",1,446,404,850,20,860,716,330,NA,1703,473,1578,4158,50,18.1,26,83.2558139534884
1574,"Georgia State University","GA",1,NA,NA,NA,NA,3793,2341,1238,9,7732,9054,2154,6744,87,19,34,61.7189559715265
1577,"Kennesaw State College","GA",1,474,435,909,NA,2402,1824,1161,NA,5438,5556,1422,2844,62,19.8,21,75.9367194004996
1578,"LaGrange College","GA",2,449,405,780,NA,544,399,177,15,600,363,6987,6987,77,12.5,75,73.3455882352941
1580,"Mercer University","GA",2,529,473,1002,24,2286,1668,564,37,2943,1260,11985,11985,93,9.2,91,72.9658792650919
1582,"Morehouse College","GA",2,538,488,1026,24,3708,1678,722,41,2852,153,7050,7050,71,17.8,83,45.2535059331176
1583,"Morris Brown College","GA",2,450,400,850,19,6407,1500,595,NA,1752,125,6770,6770,49,15.7,21,23.4118932417668
1585,"North Georgia College","GA",1,NA,NA,NA,NA,1612,1077,775,NA,2023,316,1382,4145,60,17.5,53,66.8114143920596
1586,"Oglethorpe University","GA",2,570,549,1119,27,792,649,186,56,769,377,12900,12900,91,13.1,67,81.9444444444444
1587,"Paine College","GA",2,NA,NA,NA,NA,1322,636,225,NA,589,97,5460,5460,48,10.9,27,48.1089258698941
1588,"Piedmont College","GA",2,499,452,951,NA,663,562,127,20,641,63,5640,5640,89,13.2,31,84.7662141779789
1590,"Savannah State College","GA",1,375,334,709,17,1702,1448,726,12,2726,472,1800,3200,60,19,48,85.0763807285546
1591,"Shorter College","GA",2,NA,NA,NA,NA,540,445,165,23,1115,111,7210,7210,62,13.2,58,82.4074074074074
1594,"Spelman College","GA",2,515,487,1002,23,3713,1237,443,47,1971,107,7000,7000,73,12.5,65,33.3153784002155
1596,"Toccoa Falls College","GA",2,445,433,878,21,NA,NA,182,18,781,82,6072,6072,48,16.8,54,NA
1598,"University of Georgia","GA",1,571,515,1086,NA,11220,7871,3320,43,19553,2748,1899,5697,88,14.7,63,70.1515151515152
1599,"Valdosta State University","GA",1,442,399,841,21,3674,3247,1586,NA,5982,1418,1770,4617,67,20,45,88.3777898747959
1600,"Wesleyan College","GA",2,492,521,1013,23,305,287,109,38,382,46,11500,11500,68,7.6,52,94.0983606557377
1601,"West Georgia College","GA",1,456,412,868,NA,3668,2604,1331,NA,4538,1179,1806,4650,59,19.2,40,70.9923664122137
1602,"Georgia College","GA",1,428,383,811,19,1868,1788,829,NA,3467,1167,1694,4457,70,21.4,52,95.7173447537473
3484,"Covenant College","GA",2,536,512,1048,24,407,317,181,21,468,31,9700,9700,73,19,56,77.8869778869779
29258,"Savannah Coll. of Art and Design","GA",2,515,490,1005,23,1109,688,386,20,1897,208,8325,8325,14,16.1,55,62.0378719567178
1605,"Chaminade University of Honolulu","HI",2,450,400,850,19,621,546,103,NA,766,1154,10600,10600,63,14.1,NA,87.9227053140097
1606,"Brigham Young University - Hawaii","HI",2,NA,NA,NA,20,1038,533,428,21,2008,23,1780,1780,64,16.8,NA,51.3487475915222
1610,"University of Hawaii at Manoa","HI",1,537,441,978,NA,3580,2603,1627,36,11028,2411,1460,4460,85,11.8,54,72.7094972067039
7279,"Hawaii Pacific University","HI",2,490,465,955,23,1827,1409,1169,NA,4312,2302,6300,6300,59,23.3,NA,77.1209633278599
29020,"University of Hawaii at Hilo","HI",1,446,404,850,NA,1499,779,500,20,2082,871,480,2920,72,15.8,31,51.967978652435
1846,"Briar Cliff College","IA",2,410,385,795,22,392,351,155,16,738,430,10260,10260,39,13.1,58,89.5408163265306
1847,"Buena Vista College","IA",2,526,493,1019,24,860,688,285,32,1928,442,13306,13306,62,8.8,78,80
1850,"Central College","IA",2,NA,NA,NA,24,1283,1113,401,31,1355,40,10938,10938,76,13.5,67,86.7498051441933
1852,"Clarke College","IA",2,NA,NA,NA,21,460,340,167,14,604,350,10740,10740,67,11,74,73.9130434782609
1854,"Coe College","IA",2,560,500,1060,25,1006,742,275,29,1127,205,13925,13925,73,12.7,67,73.7574552683897
1856,"Cornell College","IA",2,560,510,1070,25,1538,1329,383,33,1140,10,15248,15248,71,12.2,64,86.4109232769831
1859,"Dordt College","IA",2,NA,NA,NA,23,604,562,328,25,1048,56,9800,9800,61,12.5,87,93.046357615894
1860,"Drake University","IA",2,540,490,1030,25,2799,2573,839,34,3322,726,13420,13420,88,15,77,91.9256877456234
1866,"Graceland College","IA",2,502,447,949,22,555,414,242,14,996,2281,9100,9100,51,23.6,47,74.5945945945946
1867,"Grand View College","IA",2,NA,NA,NA,20,535,511,233,11,1098,380,9820,9820,32,12.6,32,95.5140186915888
1868,"Grinnell College","IA",2,642,602,1244,29,2039,1389,432,56,1333,30,15688,15688,88,9.5,83,68.1216282491417
1869,"Iowa State University","IA",1,NA,NA,NA,NA,8427,7424,3441,26,18676,1715,2291,7550,81,19.2,65,88.0977809422096
1871,"Iowa Wesleyan College","IA",2,NA,NA,NA,21,443,291,127,11,563,427,9850,9850,45,17.2,NA,65.6884875846501
1873,"Loras College","IA",2,NA,NA,NA,23,1641,1283,527,20,1663,170,11200,11200,61,14.2,70,78.1840341255332
1874,"Luther College","IA",2,590,520,1110,25,1549,1392,587,38,2269,85,13240,13240,73,13.8,77,89.864428663654
1876,"Teikyo Marycrest University","IA",2,NA,NA,NA,20,328,243,93,NA,663,340,9980,9980,44,12.3,69,74.0853658536585
1879,"Morningside College","IA",2,NA,NA,NA,22,586,533,239,16,950,228,10520,10520,48,13,56,90.9556313993174
1880,"Mount Mercy College","IA",2,NA,NA,NA,NA,368,317,159,20,806,542,10500,10500,44,11.3,64,86.1413043478261
1881,"Mount Saint Clare College","IA",2,NA,NA,NA,21,325,284,95,16,364,88,9900,9900,32,13.6,21,87.3846153846154
1883,"Northwestern College","IA",2,NA,NA,NA,22,860,811,366,22,1040,52,9900,9900,68,14.9,68,94.3023255813954
1887,"Simpson College","IA",2,NA,NA,NA,NA,1016,872,300,27,1116,602,11250,11250,66,15.8,70,85.8267716535433
1889,"Saint Ambrose University","IA",2,NA,NA,NA,22,897,718,276,12,1345,390,10450,10450,56,14.1,70,80.0445930880714
1890,"University of Northern Iowa","IA",1,NA,NA,NA,23,4144,3379,1853,18,10135,1448,2291,6197,78,16.3,77,81.5395752895753
1891,"University of Dubuque","IA",2,480,430,910,22,576,558,137,11,662,131,10430,10430,85,16.5,45,96.875
1892,"University of Iowa","IA",1,NA,NA,NA,NA,9224,8025,3262,23,15412,2878,2291,8149,NA,13.1,62,87.001300954033
1893,"Upper Iowa University","IA",2,NA,NA,NA,22,663,452,192,10,1481,1160,8840,8840,69,17.4,78,68.1749622926094
1896,"Wartburg College","IA",2,557,478,1035,24,1231,1074,345,34,1295,105,11600,11600,66,12.4,67,87.2461413484971
1899,"Teikyo Westmar University","IA",2,NA,NA,NA,19,451,306,123,10,611,146,9980,9980,46,12,51,67.8492239467849
1900,"William Penn College","IA",2,NA,NA,NA,NA,326,294,140,10,630,107,10000,10000,35,13.3,40,90.1840490797546
1616,"Boise State University","ID",1,468,431,899,21,3619,3080,1888,NA,7948,5040,NA,2093,59,17,25,85.1063829787234
1617,"Albertson College","ID",2,524,487,1011,24,587,479,158,38,678,41,13500,13500,67,9.4,55,81.6013628620102
1620,"Idaho State University","ID",1,NA,NA,NA,21,1989,1627,1137,NA,6547,2464,NA,4500,67,16.5,33,81.7998994469583
1621,"Lewis-Clark State College","ID",1,445,397,842,21,1001,551,428,NA,1970,1256,1412,5120,60,12.1,44,55.044955044955
1624,"Northwest Nazarene College","ID",2,NA,NA,NA,23,616,514,385,29,1115,60,9840,9840,59,14.8,58,83.4415584415584
1626,"University of Idaho","ID",1,517,463,980,23,3133,2799,1337,24,7242,1431,1548,5962,82,13.5,45,89.3392914139802
1633,"Augustana College","IL",2,NA,NA,NA,25,1879,1658,497,36,1950,38,13353,13353,78,12.7,71,88.2384246939862
1634,"Aurora University","IL",2,NA,NA,NA,21,532,481,127,NA,815,801,10250,10250,NA,9.1,56,90.4135338345865
1635,"Barat College","IL",2,NA,NA,NA,NA,261,192,111,15,453,266,9690,9690,57,9.7,71,73.5632183908046
1639,"Blackburn College","IL",2,NA,NA,NA,21,500,336,156,25,421,27,6500,6500,76,14.3,51,67.2
1641,"Bradley University","IL",2,590,530,1120,25,3767,3414,1061,30,4531,643,10870,10870,75,14.4,85,90.629147863021
1664,"College of Saint Francis","IL",2,NA,NA,NA,NA,422,305,160,30,781,240,9810,9810,52,17.5,80,72.2748815165877
1665,"Columbia College","IL",2,NA,NA,NA,NA,2419,2160,1117,NA,4852,1991,7310,7310,18,13.4,41,89.2930963207937
1666,"Concordia University","IL",2,NA,NA,NA,23,528,403,186,22,1168,145,9216,9216,56,12.1,75,76.3257575757576
1671,"DePaul University","IL",2,554,511,1065,25,4815,3551,1227,30,6069,3719,11214,11214,69,16.1,63,73.748701973001
1674,"Eastern Illinois University","IL",1,NA,NA,NA,22,5597,4253,1565,12,9161,845,1902,5710,62,16.2,76,75.9871359656959
1678,"Eureka College","IL",2,NA,NA,NA,22,560,454,113,36,484,16,10955,10955,62,10.6,53,81.0714285714286
1684,"Greenville College","IL",2,NA,NA,NA,22,510,387,194,20,771,53,10310,10310,57,14.3,60,75.8823529411765
1688,"Illinois College","IL",2,545,470,1015,23,894,787,262,28,909,28,8050,8050,75,15.6,52,88.0313199105145
1691,"Illinois Institute of Technology","IL",2,603,499,1102,25,1756,1360,478,42,1911,626,14550,14550,80,12.3,56,77.4487471526196
1692,"Illinois State University","IL",1,NA,NA,NA,22,8681,6695,2408,10,15701,1823,2600,7799,77,21,54,77.1224513304919
1693,"Northeastern Illinois University","IL",1,NA,NA,NA,17,2086,1507,631,14,4056,3433,1902,5706,78,15.1,21,72.2435282837967
1694,"Chicago State University","IL",1,NA,NA,NA,18,3553,1719,777,12,4543,2694,1848,5544,47,15.6,18,48.3816493104419
1696,"Illinois Wesleyan University","IL",2,617,534,1151,28,3050,1342,471,55,1818,23,14360,14360,77,12.9,83,44
1700,"Judson College","IL",2,NA,NA,NA,22,313,228,137,10,552,67,9414,9414,34,10.6,56,72.8434504792332
1703,"Kendall College","IL",2,420,450,870,18,150,150,121,15,338,33,6900,6900,24,15.9,80,100
1704,"Knox College","IL",2,570,530,1100,25,1040,845,286,48,967,24,15747,15747,88,12.7,79,81.25
1706,"Lake Forest College","IL",2,NA,NA,NA,NA,979,638,271,31,968,20,16880,16880,91,10.7,77,65.1685393258427
1707,"Lewis University","IL",2,NA,NA,NA,20,1154,1050,395,12,2192,1423,10560,10560,36,14.3,61,90.9878682842288
1710,"Loyola University Chicago","IL",2,529,482,1011,24,3579,2959,868,25,5244,3417,11500,11500,94,6.2,65,82.6767253422744
1717,"MacMurray College","IL",2,NA,NA,NA,21,740,558,177,12,628,63,9620,9620,49,10.8,59,75.4054054054054
1722,"McKendree College","IL",2,NA,NA,NA,21,1002,555,119,16,836,684,7680,7680,70,17.7,52,55.3892215568862
1724,"Millikin University","IL",2,541,511,1052,24,1444,1261,456,29,1788,95,11910,11910,60,11.4,75,87.3268698060942
1725,"Monmouth College","IL",2,470,470,940,23,601,503,204,28,671,11,13000,13000,91,11.6,56,83.69384359401
1733,"National-Louis University","IL",2,NA,NA,NA,17,513,347,279,23,2508,505,9090,9090,62,18.3,71,67.6413255360624
1734,"North Central College","IL",2,556,483,1039,25,1127,884,308,30,1310,766,11718,11718,73,16.4,76,78.4383318544809
1735,"North Park College","IL",2,526,466,992,22,465,361,176,19,879,156,12580,12580,76,13.1,74,77.6344086021505
1737,"Northern Illinois University","IL",1,NA,NA,NA,22,10706,7219,2397,12,14826,1979,2600,7799,73,17.3,56,67.4294787969363
1739,"Northwestern University","IL",2,670,600,1270,29,12289,5200,1902,85,7450,45,16404,16404,96,6.8,92,42.3142647896493
1741,"Olivet Nazarene University","IL",2,NA,NA,NA,NA,678,640,388,NA,1503,293,7700,7700,39,14.6,54,94.3952802359882
1744,"Principia College","IL",2,548,496,1044,NA,205,179,129,13,570,22,12816,12816,NA,9.6,90,87.3170731707317
1745,"Quincy University","IL",2,528,496,1024,23,1025,707,297,22,1070,72,10100,10100,69,16.3,80,68.9756097560976
1748,"Rockford College","IL",2,NA,NA,NA,21,591,505,196,15,907,364,12305,12305,57,12.3,NA,85.4483925549915
1749,"Roosevelt University","IL",2,NA,NA,NA,19,422,367,218,13,1700,2902,8580,8580,75,12.2,77,86.9668246445498
1750,"Rosary College","IL",2,NA,NA,NA,NA,434,321,141,28,624,269,10950,10950,79,12.9,81,73.963133640553
1758,"Southern Illinois University at Carbondale","IL",1,NA,NA,NA,22,NA,NA,2158,NA,16961,2499,2318,6953,71,14.9,44,NA
1759,"Southern Illinois University at Edwardsville","IL",1,NA,NA,NA,21,2540,2195,994,13,6063,2550,1824,5472,76,16.5,43,86.4173228346457
1767,"Illinois Benedictine College","IL",2,NA,NA,NA,23,607,558,269,22,1222,519,10500,10500,81,11.6,75,91.9275123558484
1768,"Saint Xavier University","IL",2,NA,NA,NA,20,785,647,295,15,1670,726,10860,10860,87,13.7,55,82.4203821656051
1772,"Trinity College","IL",2,NA,NA,NA,NA,746,473,317,39,834,50,9600,9600,54,21.9,28,63.4048257372654
1774,"University of Chicago","IL",2,NA,NA,NA,NA,6348,2999,922,68,3340,39,18930,18930,99,5.3,90,47.2432262129805
1775,"University of Illinois - Urbana","IL",1,617,522,1139,27,14939,11652,5705,52,25422,911,2760,7560,87,17.4,81,77.9971885668385
1776,"University of Illinois at Chicago","IL",1,NA,NA,NA,21,8384,5727,2710,22,13518,2916,2520,7230,82,10,34,68.3086832061069
1780,"Western Illinois University","IL",1,NA,NA,NA,22,6491,5027,1563,6,9015,1449,1902,5706,77,17.2,55,77.4456940378986
1781,"Wheaton College","IL",2,NA,NA,NA,NA,1432,920,548,56,2200,56,11480,11480,81,12.7,85,64.2458100558659
1785,"Anderson University","IN",2,462,423,885,21,1216,908,423,19,1819,281,10100,10100,48,12.1,59,74.6710526315789
1786,"Ball State University","IN",1,473,422,895,21,9361,7910,3849,38,16148,2207,2864,7244,69,17.7,51,84.499519282128
1787,"Bethel College","IN",2,490,453,943,22,495,415,267,15,733,402,9300,9300,51,14.6,NA,83.8383838383838
1788,"Butler University","IN",2,544,484,1028,25,2362,2037,700,40,2607,148,13130,13130,77,10.9,83,86.2404741744285
1792,"DePauw University","IN",2,NA,NA,NA,NA,1994,1656,495,50,1983,36,14300,14300,78,11.1,82,83.049147442327
1793,"Earlham College","IN",2,570,550,1120,25,1358,1006,274,35,1028,13,15036,15036,90,10.6,78,74.079528718704
1795,"University of Evansville","IN",2,538,498,1036,NA,2096,1626,694,35,2551,407,11800,11800,60,15.8,77,77.5763358778626
1798,"Franklin College","IN",2,532,481,1013,22,804,632,281,29,840,68,10390,10390,54,12.5,60,78.6069651741294
1799,"Goshen College","IN",2,519,487,1006,NA,440,396,221,26,910,166,9420,9420,51,9.9,72,90
1800,"Grace College and Seminary","IN",2,NA,NA,NA,21,548,428,167,18,618,113,8958,8958,53,15.3,64,78.1021897810219
1801,"Hanover College","IN",2,541,486,1040,24,1006,837,317,33,1024,15,8200,8200,84,10.6,64,83.2007952286282
1803,"Huntington College","IN",2,480,422,902,21,450,430,125,20,488,43,9950,9950,76,11.8,47,95.5555555555556
1804,"University of Indianapolis","IN",2,487,432,919,21,1487,1276,388,26,1417,1646,11120,11120,55,11.1,69,85.8103564223268
1805,"Indiana Institute of Technology","IN",2,491,446,937,22,1052,810,167,7,477,602,8120,8120,40,15.4,NA,76.9961977186312
1808,"University of Southern Indiana","IN",1,429,384,813,18,2379,2133,1292,8,4283,2973,2040,4973,56,22,38,89.6595208070618
1809,"Indiana University at Bloomington","IN",1,530,466,996,24,16587,13243,5873,25,24763,2717,2984,9766,77,21.3,68,79.8396334478809
1811,"Indiana Univ. East","IN",1,NA,NA,NA,NA,814,814,616,6,988,1356,2369,6140,52,13.8,24,100
1812,"Indiana Univ.-Purdue Univ. at Fort Wayne","IN",1,NA,NA,NA,NA,2464,2306,1714,7,4981,5917,2090,5170,67,16,41,93.5876623376623
1813,"Indiana Univ.-Purdue Univ. at Indianapolis","IN",1,428,388,816,19,4630,3655,2301,5,9216,11176,2766,8490,69,10.4,25,78.9416846652268
1814,"Indiana Univ. at Kokomo","IN",1,415,387,802,NA,1108,1086,723,4,1139,2070,2369,6140,60,14.7,23,98.014440433213
1815,"Indiana Univ. Northwest","IN",1,NA,NA,NA,NA,1572,1241,907,5,2699,2611,2369,6140,56,18.2,33,78.9440203562341
1816,"Indiana Univ. at South Bend","IN",1,NA,NA,NA,NA,1500,1250,980,10,2761,3341,2412,6594,69,14.4,33,83.3333333333333
1817,"Indiana Univ. Southeast","IN",1,NA,NA,NA,NA,1265,1256,911,NA,2728,2660,2369,6140,76,16.7,33,99.2885375494071
1820,"Manchester College","IN",2,508,442,950,22,1004,802,239,23,909,51,10440,10440,63,11.8,64,79.8804780876494
1821,"Marian College","IN",2,455,412,867,NA,770,542,238,15,923,427,9990,9990,38,10.4,61,70.3896103896104
1822,"Indiana Wesleyan University","IN",2,455,408,863,21,735,423,366,20,2448,707,9210,9210,49,39.8,34,57.5510204081633
1824,"Oakland City College","IN",2,NA,NA,NA,NA,495,465,275,18,695,193,7620,7260,41,11.5,62,93.9393939393939
1825,"Purdue University at West Lafayette","IN",1,545,453,998,24,21804,18744,5874,29,26213,4065,2884,9556,86,18.2,67,85.9658778205834
1827,"Purdue University Calumet","IN",1,440,450,890,22,NA,NA,NA,NA,3831,4186,2374,5521,NA,NA,NA,NA
1830,"Rose-Hulman Institute of Technology","IN",2,670,540,1210,30,3320,1840,381,73,1320,NA,13380,13380,91,13.6,97,55.421686746988
1832,"Saint Francis College","IN",2,450,410,860,21,213,166,85,13,513,247,8670,8670,43,12.5,48,77.9342723004695
1833,"Saint Joseph's College","IN",2,494,423,917,22,920,684,225,24,815,222,11200,11200,55,14.8,67,74.3478260869565
1834,"Calumet College of St. Joseph","IN",2,NA,NA,NA,NA,225,203,176,13,470,627,3960,3960,37,10.6,NA,90.2222222222222
1835,"Saint Mary-of-the-Woods College","IN",2,422,392,814,20,150,130,88,23,341,768,10300,10300,44,10.2,75,86.6666666666667
1836,"Saint Mary's College","IN",2,538,488,1026,25,888,734,393,26,1433,27,12730,12730,74,9.9,98,82.6576576576577
1837,"Saint Meinrad College","IN",2,NA,NA,NA,NA,69,44,36,30,118,NA,6004,6004,67,4.9,NA,63.768115942029
1838,"Taylor University","IN",2,579,513,1092,25,1769,1092,437,41,1757,81,10965,10965,60,14.2,98,61.7297908422838
1839,"Tri-State University","IN",2,502,409,911,21,1262,1102,276,14,978,98,9456,9456,53,12.8,65,87.3217115689382
1840,"University of Notre Dame","IN",2,650,570,1220,NA,7700,3700,1906,79,7671,30,16850,16850,96,13.1,97,48.0519480519481
1842,"Valparaiso University","IN",2,NA,NA,NA,NA,2075,1727,520,49,2501,198,11800,11800,87,14.2,95,83.2289156626506
1844,"Wabash College","IN",2,NA,NA,NA,NA,800,623,256,41,801,5,12925,12925,78,9.9,72,77.875
9563,"Indiana State University","IN",1,434,391,825,20,5659,4761,3147,10,8596,1949,2802,6892,72,16.6,40,84.1314719915179
1903,"Baker University","KS",2,NA,NA,NA,23,602,483,206,21,958,466,8620,8620,58,11,65,80.2325581395349
1904,"Bethany College","KS",2,NA,NA,NA,23,878,816,200,16,706,62,8740,8740,62,11.6,48,92.9384965831435
1905,"Bethel College","KS",2,NA,NA,NA,22,202,184,122,19,537,101,8540,8540,61,8.8,56,91.0891089108911
1915,"Fort Hays State University","KS",1,NA,NA,NA,NA,1363,1363,806,NA,3640,706,1734,4869,65,18.1,44,100
1918,"Friends University","KS",2,NA,NA,NA,20,358,276,172,5,838,122,8516,8516,55,25,49,77.0949720670391
1926,"Pittsburg State University","KS",1,NA,NA,NA,21,1419,1313,813,11,4469,499,1778,5424,52,23.2,58,92.5299506694855
1927,"Emporia State University","KS",1,NA,NA,NA,20,1256,1256,853,43,3957,588,1729,5401,72,19.3,50,100
1928,"Kansas State University","KS",1,NA,NA,NA,NA,5880,4075,2833,25,14914,2246,1713,6995,76,18.5,54,69.3027210884354
1929,"Kansas Wesleyan University","KS",2,NA,NA,NA,21,589,575,148,16,474,258,8400,8400,63,12.4,68,97.6230899830221
1933,"McPherson College","KS",2,NA,NA,NA,22,420,293,93,11,336,80,7950,7950,54,9.8,48,69.7619047619048
1937,"Ottawa University","KS",2,NA,NA,NA,NA,607,388,236,8,538,36,7250,7250,47,14.5,46,63.9209225700165
1940,"Southwestern College","KS",2,NA,NA,NA,21,213,155,75,28,504,147,7200,7200,56,11.8,52,72.7699530516432
1943,"Saint Mary College","KS",2,NA,NA,NA,NA,273,229,66,25,439,415,7800,7800,50,8.2,53,83.8827838827839
1945,"Sterling College","KS",2,441,402,843,22,479,373,127,20,631,133,8280,8280,50,16.1,36,77.8705636743215
1946,"Tabor College","KS",2,NA,NA,NA,22,257,183,109,19,396,38,7850,7850,55,10,53,71.2062256809339
1948,"University of Kansas","KS",1,NA,NA,NA,23,8579,5561,3681,25,17880,1673,1650,6994,88,13.7,57,64.821074717333
1949,"Washburn University","KS",1,NA,NA,NA,NA,1100,1078,560,NA,3157,2705,2790,4774,82,13.8,53,98
1950,"Wichita State University","KS",1,NA,NA,NA,21,2901,2236,896,NA,6550,5083,1650,6994,82,20.4,32,77.0768700448121
7032,"MidAmerica Nazarene College","KS",2,NA,NA,NA,22,331,331,225,15,1100,166,6840,6840,33,15.4,49,100
10256,"Benedictine College","KS",2,NA,NA,NA,NA,632,620,222,14,702,501,9550,9550,64,14.1,58,98.1012658227848
1951,"Alice Lloyd College","KY",2,NA,NA,NA,NA,1174,607,289,20,555,24,NA,3800,56,19.4,31,51.7035775127768
1952,"Asbury College","KY",2,513,476,989,23,643,509,280,26,1110,39,8988,8988,61,12.1,NA,79.1601866251944
1954,"Bellarmine College","KY",2,515,474,989,23,807,707,308,39,1198,605,8840,8840,74,13.1,84,87.6084262701363
1955,"Berea College","KY",2,514,465,979,22,1836,599,455,35,1540,51,NA,NA,77,13.2,57,32.6252723311547
1958,"Brescia College","KY",2,NA,NA,NA,NA,307,260,99,17,452,249,7500,7500,49,10.1,56,84.6905537459283
1959,"Campbellsville College","KY",2,NA,NA,NA,NA,848,587,298,25,935,184,6060,6060,62,17.7,49,69.2216981132076
1960,"Spalding University","KY",2,NA,NA,NA,20,283,201,97,10,589,263,8400,8400,50,10.6,89,71.0247349823322
1961,"Centre College","KY",2,575,534,1109,27,1013,888,288,55,943,7,11850,11850,95,11.4,74,87.6604146100691
1962,"Cumberland College","KY",2,470,420,890,21,995,789,398,26,1306,122,6230,6230,42,13,63,79.2964824120603
1963,"Eastern Kentucky University","KY",1,NA,NA,NA,19,5443,5135,2445,NA,11208,3350,1700,4700,82,19.8,39,94.3413558699247
1964,"Georgetown College","KY",2,NA,NA,NA,22,727,693,286,30,1063,48,8000,8100,73,13.3,55,95.3232462173315
1968,"Kentucky State University","KY",1,NA,NA,NA,NA,1636,952,424,6,1544,896,1340,4120,60,15,19,58.1907090464548
1969,"Kentucky Wesleyan College","KY",2,450,410,860,22,584,497,175,20,662,121,8000,8000,57,11.3,62,85.1027397260274
1972,"Lindsey Wilson College","KY",2,NA,NA,NA,18,1089,865,382,NA,1006,164,6600,6600,32,19.3,NA,79.4306703397612
1976,"Morehead State University","KY",1,NA,NA,NA,20,2825,2495,1300,NA,6311,975,1580,4740,58,19.9,52,88.3185840707965
1977,"Murray State University","KY",1,NA,NA,NA,22,2225,1910,1190,29,5968,955,1580,4738,72,20.2,52,85.8426966292135
1980,"Pikeville College","KY",2,NA,NA,NA,NA,404,400,169,28,797,100,6000,6000,48,13.4,61,99.009900990099
1987,"Transylvania University","KY",2,564,532,1096,26,759,729,244,57,867,51,10900,10900,81,12.1,70,96.0474308300395
1988,"Union College","KY",2,440,390,830,20,484,384,177,9,634,78,7800,7800,60,14.1,64,79.3388429752066
1989,"University of Kentucky","KY",1,NA,NA,NA,25,7769,5689,2675,NA,14931,2596,2160,6640,95,12.2,52,73.226927532501
1999,"University of Louisville","KY",1,NA,NA,NA,21,4777,3057,1823,16,9844,6198,2180,6540,84,11.1,31,63.9941385806992
2001,"Thomas More College","KY",2,512,452,964,23,808,594,218,NA,756,502,9490,9490,65,10.5,66,73.5148514851485
2002,"Western Kentucky University","KY",1,NA,NA,NA,NA,4441,3260,2082,NA,10264,2910,1801,4961,66,19.1,45,73.4068903400135
9275,"Northern Kentucky University","KY",1,NA,NA,NA,NA,2920,2506,1682,NA,7112,3832,1720,4720,66,17.7,52,85.8219178082192
2003,"Centenary College of Louisiana","LA",2,550,500,1060,25,495,434,210,35,775,44,8950,8950,86,11.3,66,87.6767676767677
2004,"Dillard University","LA",2,NA,NA,NA,20,1998,1376,651,41,1539,45,6700,6700,52,14.1,61,68.8688688688689
2005,"Nicholls State University","LA",1,NA,NA,NA,19,2020,1898,1092,NA,4921,1338,1980,4572,65,21.8,36,93.9603960396039
2006,"Grambling State University","LA",1,NA,NA,NA,NA,4847,3518,1900,27,6567,261,1044,1044,46,24.6,58,72.5809779244894
2007,"Louisiana College","LA",2,NA,NA,NA,NA,2013,1053,212,33,912,158,5150,5150,64,10.5,59,52.3099850968703
2008,"Louisiana Tech University","LA",1,NA,NA,NA,22,2397,2144,1525,22,6720,1822,2262,3957,66,20,45,89.4451397580309
2010,"Louisiana State University at Baton Rouge","LA",1,529,468,997,23,5996,4993,3079,29,16269,3757,2625,5925,83,15.9,37,83.2721814543029
2013,"Louisiana State University at Shreveport","LA",1,NA,NA,NA,NA,675,645,500,NA,2413,1477,1950,4990,62,18.1,35,95.5555555555556
2015,"University of New Orleans","LA",1,500,447,947,21,2406,2139,1501,NA,8158,3643,2362,5154,75,17.9,19,88.9027431421446
2016,"Loyola University","LA",2,540,510,1050,25,1891,1698,719,24,2740,761,11100,11100,77,11.7,53,89.7937599153887
2017,"McNeese State University","LA",1,NA,NA,NA,19,2066,2031,1525,NA,6020,1317,1966,3450,69,21.1,34,98.3059051306873
2020,"Northeast Louisiana University","LA",1,NA,NA,NA,20,2963,2814,1840,NA,8718,1707,1644,3804,57,20.6,21,94.9713128585893
2021,"Northwestern State University of Louisiana","LA",1,NA,NA,NA,20,2671,2671,1330,NA,5742,1969,2040,4040,67,29.5,33,100
2023,"Our Lady of Holy Cross College","LA",2,NA,NA,NA,NA,246,217,171,NA,674,472,4400,4400,72,16.1,73,88.2113821138211
2024,"Southeastern Louisiana University","LA",1,NA,NA,NA,19,3247,3247,2297,NA,9724,2192,1910,3854,61,24.3,29,100
2026,"Southern University at New Orleans","LA",1,NA,NA,NA,17,900,900,490,10,2911,1089,1451,3009,62,19.6,35,100
2029,"Tulane University","LA",2,NA,NA,NA,NA,7033,5125,1223,47,4941,1534,19040,19040,98,9.1,74,72.8707521683492
2031,"University of Southwestern Louisiana","LA",1,NA,NA,NA,19,4299,4250,2664,NA,11767,3219,1898,4898,63,22.7,30,98.8602000465225
2032,"Xavier University of Louisiana","LA",2,469,438,890,21,2097,1915,695,34,2793,166,6900,6900,67,14.4,49,91.3209346685742
